Slot ID;Owned;Qty;Card Name;Set / Product;Card #;Variant / Printing;Representative Language;All Languages (same card/version);Language Count;Same card in other languages?;Other Languages;Release Status;Release Date;Release Detail;Date Precision;Origin;Legacy ID;Verification;Notes;Primary Source;Verification Source;Unique Version Key
EVM-0289;No;0;Eevee;Sword & Shield Promos;100/S-P;V Start Battle Prize;Japanese;Japanese;1;No;;Released;2020-07-23;23/07/2020 (100/S-P V Starter Decks Battle promo);Exact;Original tracker;EEV-0226;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 100/S-P | V Start Battle Prize
EVM-0290;No;0;Eevee VMAX;Sword & Shield Promos;101/S-P;V Start Prize;Japanese;Japanese;1;No;;Released;2020-07-23;23/07/2020 (101/S-P V Start prize);Exact;Original tracker;EEV-0227;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee VMAX | Sword & Shield Promos | 101/S-P | V Start Prize
EVM-0291;No;0;Eevee & Snorlax-GX;Indomaret booster pack purchase;166/SM-P;Holo / Full Art / Indomaret stamp;Indonesian;Indonesian;1;No;;Released;2020-07-25;25/07–31/08/2020;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee & Snorlax-GX | Indomaret booster pack purchase | 166/SM-P | Holo / Full Art / Indomaret stamp
EVM-0292;No;0;Eevee;Pokémon Card Gym Newcomer Challenge;027/S-P;Pokémon Gym logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2020-08-01;08–10/2020;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Newcomer Challenge | 027/S-P | Pokémon Gym logo
EVM-0293;No;0;Eevee;Sword & Shield Promos;SWSH042;Cosmos Holo;English;English, French, German;3;Yes;French, German;Released;2020-08-14;14/08/2020 (Darkness Ablaze Triple Blister promo);Exact;Original tracker;EEV-0228;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Promos | SWSH042 | Cosmos Holo
EVM-0294;No;0;Eevee V;Infinite Power;123/145;Holo / Full Art;Traditional Chinese;Traditional Chinese;1;No;;Released;2020-08-21;21/08/2020;Exact;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee V | Infinite Power | 123/145 | Holo / Full Art
EVM-0295;No;0;Eevee GX;Pokémon Medallion Battle Eevee's Ranked Challenge;094/SM-P;Holo / Full Art / Medallion Battle logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2020-08-25;25/08–30/09/2020;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee GX | Pokémon Medallion Battle Eevee's Ranked Challenge | 094/SM-P | Holo / Full Art / Medallion Battle logo
EVM-0296;No;0;Eevee;Online Gym Battle Tournament;023/S-P;Gym stamp;Thai;Thai;1;No;;Released;2020-09-01;09/2020–07/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Online Gym Battle Tournament | 023/S-P | Gym stamp
EVM-0297;No;0;Eevee;Pokémon Card Gym Promo;034/S-P;Gym stamp;Thai;Thai;1;No;;Released;2020-09-01;09/2020–07/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 034/S-P | Gym stamp
EVM-0298;No;0;Eevee;Pokémon Card Gym Promo;046/S-P;Gym stamp;Thai;Thai;1;No;;Released;2020-09-01;09/2020–07/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 046/S-P | Gym stamp
EVM-0299;No;0;Eevee;Pokémon Card Gym Promo;054/S-P;Gym stamp;Thai;Thai;1;No;;Released;2020-09-01;09/2020–07/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 054/S-P | Gym stamp
EVM-0300;No;0;Eevee;Sword & Shield Promos;075/S-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2020-09-01;Settembre–dicembre 2020 (075/S-P Pokémon Card Gym Promo Card Pack 4);Range;Original tracker;EEV-0224;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 075/S-P | Pokémon TCG Gym
EVM-0301;No;0;Eevee;Sword & Shield Promos;117/S-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2020-09-01;Settembre–dicembre 2020 (117/S-P Pokémon Card Gym Promo Card Pack 4);Range;Original tracker;EEV-0232;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 117/S-P | Pokémon TCG Gym
EVM-0302;No;0;Eevee V;Sword & Shield Promos;SWSH065;Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2020-09-04;04/09/2020 (V Powers Tin, Eevee V);Exact;Original tracker;EEV-0229;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee V | Sword & Shield Promos | SWSH065 | Holo
EVM-0303;No;0;Eevee on the Ball;Pokémon Futsal;002/005;Standard;English;English;1;No;;Released;2020-09-11;11/09/2020;Exact;Original tracker;EEV-0230;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee on the Ball | Pokémon Futsal | 002/005 | Standard
EVM-0304;No;0;Eevee;Amazing Volt Tackle;083/100;Standard;Japanese;Japanese;1;No;;Released;2020-09-18;18/09/2020;Exact;Original tracker;EEV-0231;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(Vivid_Voltage_130);Eevee | Amazing Volt Tackle | 083/100 | Standard
EVM-0305;No;0;Eevee;Pokémon Card Gym Promo;036/S-P;Pokémon Gym logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2020-10-01;10/2020;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 036/S-P | Pokémon Gym logo
EVM-0306;No;0;Eevee;Pokémon Card Gym Novice Challenge;015/S-P;Gym stamp;Thai;Thai, Indonesian;2;Yes;Indonesian;Released;2020-11-01;11/2020–01/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Novice Challenge | 015/S-P | Gym stamp
EVM-0307;No;0;Eevee;Vivid Voltage;130/185;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2020-11-13;13/11/2020;Exact;Original tracker;EEV-0234;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Vivid Voltage | 130/185 | Reverse Holo
EVM-0308;No;0;Eevee;Vivid Voltage;130/185;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2020-11-13;13/11/2020;Exact;Original tracker;EEV-0233;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Vivid Voltage | 130/185 | Standard
EVM-0309;No;0;Eevee V;Partners V Starter Deck;083/135;Holo / Full Art;Traditional Chinese;Traditional Chinese, Thai, Indonesian;3;Yes;Thai, Indonesian;Released;2020-11-27;"TC 27/11/2020; Thai 29/01/2021; ID 21/03/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee V | Partners V Starter Deck | 083/135 | Holo / Full Art
EVM-0310;No;0;Eevee;Pokémon Card Gym Promo;072/S-P;Pokémon Gym logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2021-01-01;01/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 072/S-P | Pokémon Gym logo
EVM-0311;No;0;Eevee;Challenge V Starter Deck;106/156;Standard;Traditional Chinese;Traditional Chinese, Thai, Indonesian;3;Yes;Thai, Indonesian;Released;2021-01-29;"TC 29/01/2021; Thai 26/03/2021; ID 21/05/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Challenge V Starter Deck | 106/156 | Standard
EVM-0312;No;0;Eevee V;Challenge V Starter Deck;107/156;Holo / Full Art;Traditional Chinese;Traditional Chinese, Thai, Indonesian;3;Yes;Thai, Indonesian;Released;2021-01-29;"TC 29/01/2021; Thai 26/03/2021; ID 21/05/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee V | Challenge V Starter Deck | 107/156 | Holo / Full Art
EVM-0313;No;0;Eevee VMAX;Challenge V Starter Deck;108/156;Holo / Full Art;Traditional Chinese;Traditional Chinese, Thai, Indonesian;3;Yes;Thai, Indonesian;Released;2021-01-29;"TC 29/01/2021; Thai 26/03/2021; ID 21/05/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee VMAX | Challenge V Starter Deck | 108/156 | Holo / Full Art
EVM-0314;No;0;Eevee;Shiny VMAX Collection - Set A;115/159;Standard;Thai;Thai, Indonesian;2;Yes;Indonesian;Released;2021-01-29;"Thai 29/01/2021; Indonesian 21/03/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Shiny VMAX Collection - Set A | 115/159 | Standard
EVM-0315;No;0;Eevee;Shiny VMAX Collection - Set A;116/159;Standard;Thai;Thai, Indonesian;2;Yes;Indonesian;Released;2021-01-29;"Thai 29/01/2021; Indonesian 21/03/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Shiny VMAX Collection - Set A | 116/159 | Standard
EVM-0316;No;0;Eevee V;Shiny VMAX Collection - Set B;125/158;Holo / Full Art;Thai;Thai, Indonesian;2;Yes;Indonesian;Released;2021-01-29;"Thai 29/01/2021; ID 21/03/2021";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee V | Shiny VMAX Collection - Set B | 125/158 | Holo / Full Art
EVM-0317;No;0;Eevee;Shining Fates;052/072;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-02-19;19/02/2021;Exact;Original tracker;EEV-0238;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Shining Fates | 052/072 | Reverse Holo
EVM-0318;No;0;Eevee;Shining Fates;052/072;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-02-19;19/02/2021;Exact;Original tracker;EEV-0237;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Shining Fates | 052/072 | Standard
EVM-0319;No;0;Eevee VMAX;Sword & Shield Promos;SWSH087;Holo;English;English, French, German, Italian, Spanish;5;Yes;French, German, Italian, Spanish;Released;2021-02-19;19/02/2021 (Shining Fates ETB promo);Exact;Original tracker;EEV-0239;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee VMAX | Sword & Shield Promos | SWSH087 | Holo
EVM-0320;No;0;Eevee;KFC Chaki Kids Meal promotion;186/SM-P;KFC logo stamp;Indonesian;Indonesian;1;No;;Released;2021-03-01;03/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | KFC Chaki Kids Meal promotion | 186/SM-P | KFC logo stamp
EVM-0321;No;0;Eevee;Pokémon Card Gym Promo;041/S-P;Gym stamp;Indonesian;Indonesian;1;No;;Released;2021-03-01;03/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 041/S-P | Gym stamp
EVM-0322;No;0;Eevee;Sword & Shield Promos;163/S-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2021-03-01;Marzo–giugno 2021 (163/S-P Pokémon Card Gym Promo Card Pack 5);Range;Original tracker;EEV-0236;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 163/S-P | Pokémon TCG Gym
EVM-0323;No;0;Eevee;Sword & Shield Promos;SWSH095;Cosmos Holo;English;English, French, German;3;Yes;French, German;Released;2021-03-19;19/03/2021 (Battle Styles Triple Blister promo);Exact;Original tracker;EEV-0240;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Promos | SWSH095 | Cosmos Holo
EVM-0324;No;0;Eevee;Pokémon Card Gym Promo;063/S-P;Gym stamp;Indonesian;Indonesian;1;No;;Released;2021-05-01;05–08/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 063/S-P | Gym stamp
EVM-0325;No;0;Eevee;Pokémon Card Gym Promo;098/S-P;Pokémon Gym logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2021-05-01;05/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 098/S-P | Pokémon Gym logo
EVM-0326;No;0;Eevee;Eevee Heroes;58/69;Standard;Japanese;Japanese, Korean, Traditional Chinese, Thai, Indonesian;5;Yes;Korean, Traditional Chinese, Thai, Indonesian;Released;2021-05-28;28/05/2021;Exact;Original tracker;EEV-0241;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Eevee Heroes | 58/69 | Standard
EVM-0327;No;0;Eevee;INACO Mini Jelly Konnyaku;099/S-P;INACO logo stamp;Indonesian;Indonesian;1;No;;Released;2021-06-01;06–08/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | INACO Mini Jelly Konnyaku | 099/S-P | INACO logo stamp
EVM-0328;No;0;Eevee;Sword & Shield Promos;SWSH118;Cosmos Holo;English;English, French, German;3;Yes;French, German;Released;2021-06-18;18/06/2021 (Chilling Reign Triple Blister promo);Exact;Original tracker;EEV-0242;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Promos | SWSH118 | Cosmos Holo
EVM-0329;No;0;Eevee;Pokémon Card Gym Promo;107/S-P;Pokémon Gym logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2021-07-01;07/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 107/S-P | Pokémon Gym logo
EVM-0330;No;0;Eevee;Sword & Shield Promos;181/S-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2021-07-01;Luglio–settembre 2021 (181/S-P Pokémon Card Gym Promo Card Pack 6);Range;Original tracker;EEV-0243;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 181/S-P | Pokémon TCG Gym
EVM-0331;No;0;Eevee;Sword & Shield Family Pokémon Card Game;037/053;Standard;Japanese;Japanese, Korean, Traditional Chinese, Simplified Chinese;4;Yes;Korean, Traditional Chinese, Simplified Chinese;Released;2021-07-09;09/07/2021;Exact;Original tracker;EEV-0244;Audited base + language mapping;"Numero normalizzato a 037/053; accorpata la localizzazione Simplified Chinese EEV-0311.";https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Family Pokémon Card Game | 037/053 | Standard
EVM-0332;No;0;Eevee;Evolving Skies;125/203;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-08-27;27/08/2021;Exact;Original tracker;EEV-0246;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Evolving Skies | 125/203 | Reverse Holo
EVM-0333;No;0;Eevee;Evolving Skies;125/203;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-08-27;27/08/2021;Exact;Original tracker;EEV-0245;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Evolving Skies | 125/203 | Standard
EVM-0334;No;0;Eevee;Sword & Shield Promos;SWSH127;Cosmos Holo;English;English, French;2;Yes;French;Released;2021-08-27;27/08/2021 (Evolving Skies Single Blister promo);Exact;Original tracker;EEV-0247;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Promos | SWSH127 | Cosmos Holo
EVM-0335;No;0;Eevee;Sword & Shield Promos;220/S-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2021-09-01;Settembre–novembre 2021 (220/S-P Pokémon Card Gym Promo Card Pack 7);Range;Original tracker;EEV-0248;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 220/S-P | Pokémon TCG Gym
EVM-0336;No;0;Eevee;Pokémon Card Gym Promo;108/S-P;Gym stamp;Indonesian;Indonesian;1;No;;Released;2021-10-01;10/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 108/S-P | Gym stamp
EVM-0337;No;0;Eevee;Pokémon Card Gym Promo;121/S-P;Pokémon Gym logo;Traditional Chinese;Traditional Chinese;1;No;;Released;2021-10-01;10/2021;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 121/S-P | Pokémon Gym logo
EVM-0338;No;0;Eevee;Strength V Starter Deck;110/159;Standard;Traditional Chinese;Traditional Chinese, Thai, Indonesian;3;Yes;Thai, Indonesian;Released;2021-10-08;"TC 08/10/2021; ID 21/01/2022; Thai 25/02/2022";Multi-date;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Strength V Starter Deck | 110/159 | Standard
EVM-0339;No;0;Eevee;Vivid Voltage;130/185;Reverse Holo (Cosmos);English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-10-20;"Fine ottobre 2021 (Costco Kanto Friends Tins; giorno esatto non documentato)";Range;Original tracker;EEV-0235;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Vivid Voltage | 130/185 | Reverse Holo (Cosmos)
EVM-0340;No;0;Eevee;Pokémon Card Gym Promo;211/S-P;Gym stamp;Indonesian;Indonesian;1;No;;Released;2021-11-01;11–12/2021;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 211/S-P | Gym stamp
EVM-0341;No;0;Eevee;Sword & Shield PokéBall Gift Box;144/S-P;Reverse Holo;Traditional Chinese;Traditional Chinese;1;No;;Released;2021-11-01;11/2021–01/2022;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Sword & Shield PokéBall Gift Box | 144/S-P | Reverse Holo
EVM-0342;No;0;Eevee;Sword & Shield Promos;239/S-P;Pokémon TCG Gym;Japanese;Japanese;1;No;;Released;2021-11-01;Novembre 2021–gennaio 2022 (239/S-P Pokémon Card Gym Promo Card Pack 8);Range;Original tracker;EEV-0249;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Sword & Shield Promos | 239/S-P | Pokémon TCG Gym
EVM-0343;No;0;Eevee;Fusion Strike;205/264;Reverse Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-11-12;12/11/2021;Exact;Original tracker;EEV-0251;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Fusion Strike | 205/264 | Reverse Holo
EVM-0344;No;0;Eevee;Fusion Strike;205/264;Standard;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2021-11-12;12/11/2021;Exact;Original tracker;EEV-0250;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Fusion Strike | 205/264 | Standard
EVM-0345;No;0;Eevee;Sword & Shield Promos;SWSH175;Cosmos Holo;English;English, French, German;3;Yes;French, German;Released;2021-11-12;12/11/2021 (Fusion Strike Triple Blister promo);Exact;Original tracker;EEV-0252;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Promos | SWSH175 | Cosmos Holo
EVM-0346;No;0;Eevee;Family Pokémon Card Game: Cinderace V Deck;025/038;Cinderace red silhouette stamp;Thai;Thai;1;No;;Released;2021-11-26;26/11/2021;Exact;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Family Pokémon Card Game: Cinderace V Deck | 025/038 | Cinderace red silhouette stamp
EVM-0347;No;0;Eevee;Pokémon Card Gym Promo;081/S-P;Gym stamp;Thai;Thai;1;No;;Released;2021-12-01;12/2021–03/2022;Range;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 081/S-P | Gym stamp
EVM-0348;No;0;Eevee;VMAX Climax;125/184;Reverse Holo;Japanese;Japanese, Korean, Thai, Indonesian;4;Yes;Korean, Thai, Indonesian;Released;2021-12-03;03/12/2021;Exact;Original tracker;EEV-0254;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | VMAX Climax | 125/184 | Reverse Holo
EVM-0349;No;0;Eevee;VMAX Climax;125/184;Standard;Japanese;Japanese, Korean, Thai, Indonesian;4;Yes;Korean, Thai, Indonesian;Released;2021-12-03;03/12/2021;Exact;Original tracker;EEV-0253;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | VMAX Climax | 125/184 | Standard
EVM-0350;No;0;Eevee;VMAX Climax;210/184;Holo;Japanese;Japanese, Korean, Thai, Indonesian;4;Yes;Korean, Thai, Indonesian;Released;2021-12-03;03/12/2021;Exact;Original tracker;EEV-0255;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | VMAX Climax | 210/184 | Holo
EVM-0351;No;0;Eevee;Start Deck 100;337/414;Start Deck 100;Japanese;Japanese, Korean, Traditional Chinese, Simplified Chinese;4;Yes;Korean, Traditional Chinese, Simplified Chinese;Released;2021-12-17;17/12/2021;Exact;Original tracker;EEV-0256;Audited base + language mapping;Accorpata la localizzazione Simplified Chinese EEV-0318.;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Start Deck 100 | 337/414 | Start Deck 100
EVM-0352;No;0;Eevee;Pokémon Card Gym Promo;248/S-P;Gym stamp;Indonesian;Indonesian;1;No;;Released;2022-02-01;02/2022;Month;Global expansion;;Regional/global addition;;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;;Eevee | Pokémon Card Gym Promo | 248/S-P | Gym stamp
EVM-0353;No;0;Eevee;Brilliant Stars: Trainer Gallery;TG11/TG30;Holo;English;English, French, German, Italian, Spanish, Portuguese;6;Yes;French, German, Italian, Spanish, Portuguese;Released;2022-02-25;25/02/2022;Exact;Original tracker;EEV-0257;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://bulbapedia.bulbagarden.net/wiki/Eevee_(TCG);Eevee | Brilliant Stars: Trainer Gallery | TG11/TG30 | Holo
EVM-0354;No;0;Eevee;Sword & Shield Promos;SWSH190;Cosmos Holo;English;English, Portuguese;2;Yes;Portuguese;Released;2022-02-25;25/02/2022 (Brilliant Stars Single Blister promo);Exact;Original tracker;EEV-0258;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee | Sword & Shield Promos | SWSH190 | Cosmos Holo
EVM-0355;No;0;Eevee V;Start Deck 100 CoroCoro Comic Version;007/024;Holo / Full Art / CoroCoro logo stamp;Japanese;Japanese;1;No;;Released;2022-03-01;"Marzo 2022 (inserto CoroCoro; giorno esatto non documentato nel catalogo)";Month;Original tracker;EEV-0260;Audited base + language mapping;;https://pokecottage.com/pokemon-master-sets/eevee;https://www.elitefourum.com/t/collectors-guide-to-eevee-cards-in-all-languages/62616;Eevee V | Start Deck 100 CoroCoro Comic Version | 007/024 | Holo / Full Art / CoroCoro logo stamp
